"Дата","Критерий","Парам. №1","Парам. №2","Значение"
"13.05.2016","members","Отписавшиеся подписчики","",1
"12.05.2016","views","","",0
"12.05.2016","visitors","","",0
"12.05.2016","members","Новые подписчики","",1
"10.05.2016","views","","",0
"10.05.2016","visitors","","",0
"10.05.2016","members","Отписавшиеся подписчики","",1
"09.05.2016","views","","",0
"09.05.2016","visitors","","",0
"09.05.2016","members","Новые подписчики","",1
"01.05.2016","views","","",0
"01.05.2016","visitors","","",0
"28.04.2016","views","","",0
"28.04.2016","visitors","","",0
"28.04.2016","members","Отписавшиеся подписчики","",1
"20.04.2016","views","","",0
"20.04.2016","visitors","","",0
"15.04.2016","views","","",0
"15.04.2016","visitors","","",0
"15.04.2016","feedback","Нравится","",1
"13.04.2016","views","","",0
"13.04.2016","visitors","","",0
"14.04.2016","feedback","Нравится","",1
"10.04.2016","views","","",0
"10.04.2016","visitors","","",0
"10.04.2016","feedback","Нравится","",1
"09.04.2016","views","","",0
"09.04.2016","visitors","","",0
"10.04.2016","feedback","Нравится","",1
"05.04.2016","views","","",0
"05.04.2016","visitors","","",0
"05.04.2016","feedback","Нравится","",1
"03.04.2016","views","","",0
"03.04.2016","visitors","","",0
"04.04.2016","members","Отписавшиеся подписчики","",1
"01.04.2016","views","","",0
"01.04.2016","visitors","","",0
"30.03.2016","views","","",0
"30.03.2016","visitors","","",0
"30.03.2016","members","Новые подписчики","",1
"28.03.2016","views","","",0
"28.03.2016","visitors","","",0
"28.03.2016","members","Отписавшиеся подписчики","",1
"23.03.2016","views","","",0
"23.03.2016","visitors","","",0
"23.03.2016","feedback","Нравится","",1
"18.03.2016","views","","",0
"18.03.2016","visitors","","",0
"18.03.2016","feedback","Нравится","",5
"17.03.2016","views","","",0
"17.03.2016","visitors","","",0
"17.03.2016","feedback","Нравится","",1
"16.03.2016","views","","",0
"16.03.2016","visitors","","",0
"16.03.2016","feedback","Нравится","",2
"16.03.2016","feedback","Рассказали друзьям","",1
"14.03.2016","views","","",0
"14.03.2016","visitors","","",0
"14.03.2016","members","Новые подписчики","",1
"13.03.2016","views","","",0
"13.03.2016","visitors","","",0
"14.03.2016","feedback","Нравится","",1
"12.03.2016","views","","",0
"12.03.2016","visitors","","",0
"12.03.2016","feedback","Нравится","",2
"10.03.2016","views","","",0
"10.03.2016","visitors","","",0
"10.03.2016","feedback","Нравится","",6
"03.03.2016","views","","",0
"03.03.2016","visitors","","",0
"03.03.2016","feedback","Нравится","",1
"02.03.2016","views","","",0
"02.03.2016","visitors","","",0
"02.03.2016","feedback","Нравится","",1
"01.03.2016","views","","",0
"01.03.2016","visitors","","",0
"01.03.2016","feedback","Нравится","",1
"28.02.2016","views","","",0
"28.02.2016","visitors","","",0
"29.02.2016","feedback","Нравится","",1
"25.02.2016","views","","",0
"25.02.2016","visitors","","",0
"26.02.2016","feedback","Нравится","",2
"24.02.2016","views","","",0
"24.02.2016","visitors","","",0
"24.02.2016","feedback","Нравится","",1
"23.02.2016","views","","",0
"23.02.2016","visitors","","",0
"23.02.2016","feedback","Нравится","",3
"21.02.2016","views","","",0
"21.02.2016","visitors","","",0
"21.02.2016","feedback","Нравится","",2
"20.02.2016","views","","",0
"20.02.2016","visitors","","",0
"20.02.2016","feedback","Нравится","",1
"19.02.2016","views","","",0
"19.02.2016","visitors","","",0
"19.02.2016","feedback","Нравится","",1
"17.02.2016","views","","",0
"17.02.2016","visitors","","",0
"16.02.2016","views","","",0
"16.02.2016","visitors","","",0
"16.02.2016","feedback","Нравится","",1
"13.02.2016","views","","",0
"13.02.2016","visitors","","",0
"13.02.2016","members","Новые подписчики","",1
"05.02.2016","views","","",0
"05.02.2016","visitors","","",0
"05.02.2016","feedback","Нравится","",1
"03.02.2016","views","","",0
"03.02.2016","visitors","","",0
"03.02.2016","members","Новые подписчики","",1
"01.02.2016","views","","",0
"01.02.2016","visitors","","",0
"01.02.2016","feedback","Нравится","",1
"30.01.2016","views","","",0
"30.01.2016","visitors","","",0
"31.01.2016","feedback","Нравится","",3
"29.01.2016","views","","",0
"29.01.2016","visitors","","",0
"30.01.2016","feedback","Нравится","",1
"26.01.2016","views","","",0
"26.01.2016","visitors","","",0
"26.01.2016","members","Новые подписчики","",1
"20.01.2016","views","","",0
"20.01.2016","visitors","","",0
"20.01.2016","feedback","Нравится","",1
"18.01.2016","views","","",0
"18.01.2016","visitors","","",0
"06.01.2016","views","","",0
"06.01.2016","visitors","","",0
"06.01.2016","members","Отписавшиеся подписчики","",2
"03.01.2016","views","","",0
"03.01.2016","visitors","","",0
"03.01.2016","feedback","Нравится","",1
"03.01.2016","members","Новые подписчики","",1
"02.01.2016","views","","",0
"02.01.2016","visitors","","",0
"02.01.2016","members","Новые подписчики","",1
"01.01.2016","views","","",0
"01.01.2016","visitors","","",0
"24.12.2015","views","","",0
"24.12.2015","visitors","","",0
"24.12.2015","feedback","Нравится","",6
"18.12.2015","views","","",0
"18.12.2015","visitors","","",0
"18.12.2015","members","Новые подписчики","",1
"17.12.2015","views","","",0
"17.12.2015","visitors","","",0
"17.12.2015","feedback","Нравится","",1
"13.12.2015","views","","",0
"13.12.2015","visitors","","",0
"13.12.2015","feedback","Нравится","",1
"05.12.2015","views","","",0
"05.12.2015","visitors","","",0
"05.12.2015","feedback","Нравится","",1
"01.12.2015","views","","",0
"01.12.2015","visitors","","",0
"26.11.2015","views","","",0
"26.11.2015","visitors","","",0
"26.11.2015","members","Новые подписчики","",1
"19.11.2015","views","","",0
"19.11.2015","visitors","","",0
"19.11.2015","feedback","Нравится","",2
"12.11.2015","views","","",0
"12.11.2015","visitors","","",0
"12.11.2015","members","Отписавшиеся подписчики","",1
"07.11.2015","views","","",0
"07.11.2015","visitors","","",0
"07.11.2015","members","Отписавшиеся подписчики","",1
"01.11.2015","views","","",0
"01.11.2015","visitors","","",0
"25.10.2015","views","","",0
"25.10.2015","visitors","","",0
"25.10.2015","feedback","Нравится","",1
"15.10.2015","views","","",0
"15.10.2015","visitors","","",0
"15.10.2015","members","Новые подписчики","",1
"11.10.2015","views","","",0
"11.10.2015","visitors","","",0
"11.10.2015","members","Отписавшиеся подписчики","",1
"09.10.2015","views","","",0
"09.10.2015","visitors","","",0
"08.10.2015","views","","",0
"08.10.2015","visitors","","",0
"08.10.2015","feedback","Нравится","",1
"08.10.2015","feedback","Рассказали друзьям","",1
"07.10.2015","views","","",0
"07.10.2015","visitors","","",0
"07.10.2015","feedback","Нравится","",1
"05.10.2015","views","","",0
"05.10.2015","visitors","","",0
"05.10.2015","feedback","Нравится","",1
"01.10.2015","views","","",0
"01.10.2015","visitors","","",0
"29.09.2015","views","","",0
"29.09.2015","visitors","","",0
"25.09.2015","views","","",0
"25.09.2015","visitors","","",0
"25.09.2015","feedback","Нравится","",1
"25.09.2015","members","Новые подписчики","",1
"24.09.2015","views","","",0
"24.09.2015","visitors","","",0
"24.09.2015","feedback","Нравится","",1
"23.09.2015","views","","",0
"23.09.2015","visitors","","",0
"23.09.2015","feedback","Нравится","",1
"22.09.2015","views","","",0
"22.09.2015","visitors","","",0
"22.09.2015","feedback","Нравится","",1
"21.09.2015","views","","",0
"21.09.2015","visitors","","",0
"21.09.2015","feedback","Нравится","",1
"20.09.2015","views","","",0
"20.09.2015","visitors","","",0
"20.09.2015","feedback","Нравится","",1
"20.09.2015","feedback","Рассказали друзьям","",1
"15.09.2015","views","","",0
"15.09.2015","visitors","","",0
"15.09.2015","members","Отписавшиеся подписчики","",1
"12.09.2015","views","","",0
"12.09.2015","visitors","","",0
"12.09.2015","members","Новые подписчики","",1
"11.09.2015","views","","",0
"11.09.2015","visitors","","",0
"11.09.2015","feedback","Нравится","",1
"04.09.2015","views","","",0
"04.09.2015","visitors","","",0
"04.09.2015","feedback","Нравится","",1
"01.09.2015","views","","",0
"01.09.2015","visitors","","",0
"01.09.2015","feedback","Нравится","",3
"31.08.2015","views","","",0
"31.08.2015","visitors","","",0
"31.08.2015","members","Новые подписчики","",2
"29.08.2015","views","","",0
"29.08.2015","visitors","","",0
"29.08.2015","feedback","Нравится","",1
"22.08.2015","views","","",0
"22.08.2015","visitors","","",0
"22.08.2015","feedback","Нравится","",1
"21.08.2015","views","","",0
"21.08.2015","visitors","","",0
"21.08.2015","feedback","Нравится","",1
"17.08.2015","views","","",0
"17.08.2015","visitors","","",0
"18.08.2015","feedback","Нравится","",1
"13.08.2015","views","","",0
"13.08.2015","visitors","","",0
"13.08.2015","members","Новые подписчики","",1
"12.08.2015","views","","",0
"12.08.2015","visitors","","",0
"12.08.2015","feedback","Нравится","",1
"12.08.2015","feedback","Рассказали друзьям","",1
"11.08.2015","views","","",0
"11.08.2015","visitors","","",0
"08.08.2015","views","","",0
"08.08.2015","visitors","","",0
"08.08.2015","feedback","Нравится","",1
"06.08.2015","views","","",0
"06.08.2015","visitors","","",0
"01.08.2015","views","","",0
"01.08.2015","visitors","","",0
"01.08.2015","feedback","Нравится","",1
"01.08.2015","feedback","Рассказали друзьям","",1
"31.07.2015","views","","",0
"31.07.2015","visitors","","",0
"30.07.2015","views","","",0
"30.07.2015","visitors","","",0
"29.07.2015","views","","",0
"29.07.2015","visitors","","",0
"26.07.2015","views","","",0
"26.07.2015","visitors","","",0
"25.07.2015","views","","",0
"25.07.2015","visitors","","",0
"25.07.2015","members","Новые подписчики","",1
"23.07.2015","views","","",0
"23.07.2015","visitors","","",0
"20.07.2015","views","","",0
"20.07.2015","visitors","","",0
"12.07.2015","views","","",0
"12.07.2015","visitors","","",0
"12.07.2015","members","Отписавшиеся подписчики","",1
"08.07.2015","views","","",0
"08.07.2015","visitors","","",0
"08.07.2015","feedback","Нравится","",1
"06.07.2015","views","","",0
"06.07.2015","visitors","","",0
"07.07.2015","members","Новые подписчики","",1
"03.07.2015","views","","",0
"03.07.2015","visitors","","",0
"03.07.2015","members","Отписавшиеся подписчики","",1
"01.07.2015","views","","",0
"01.07.2015","visitors","","",0
"28.06.2015","views","","",0
"28.06.2015","visitors","","",0
"28.06.2015","members","Новые подписчики","",1
"25.06.2015","views","","",0
"25.06.2015","visitors","","",0
"25.06.2015","members","Отписавшиеся подписчики","",1
"12.06.2015","views","","",0
"12.06.2015","visitors","","",0
"12.06.2015","members","Отписавшиеся подписчики","",1
"01.06.2015","views","","",0
"01.06.2015","visitors","","",0
"28.05.2015","views","","",0
"28.05.2015","visitors","","",0
"28.05.2015","members","Отписавшиеся подписчики","",1
"27.05.2015","views","","",0
"27.05.2015","visitors","","",0
"23.05.2015","views","","",0
"23.05.2015","visitors","","",0
"23.05.2015","members","Новые подписчики","",1
"19.05.2015","views","","",0
"19.05.2015","visitors","","",0
"14.05.2015","views","","",0
"14.05.2015","visitors","","",0
"12.05.2015","views","","",0
"12.05.2015","visitors","","",0
"12.05.2015","members","Отписавшиеся подписчики","",1
"11.05.2015","views","","",0
"11.05.2015","visitors","","",0
"11.05.2015","feedback","Нравится","",3
"11.05.2015","feedback","Рассказали друзьям","",2
"10.05.2015","views","","",0
"10.05.2015","visitors","","",0
"10.05.2015","feedback","Нравится","",6
"09.05.2015","views","","",0
"09.05.2015","visitors","","",0
"09.05.2015","feedback","Нравится","",1
"09.05.2015","members","Новые подписчики","",1
"08.05.2015","views","","",0
"08.05.2015","visitors","","",0
"07.05.2015","views","","",0
"07.05.2015","visitors","","",0
"04.05.2015","views","","",0
"04.05.2015","visitors","","",0
"04.05.2015","feedback","Нравится","",2
"04.05.2015","members","Новые подписчики","",1
"04.05.2015","members","Отписавшиеся подписчики","",1
"02.05.2015","views","","",0
"02.05.2015","visitors","","",0
"02.05.2015","feedback","Нравится","",2
"01.05.2015","views","","",0
"01.05.2015","visitors","","",0
"27.04.2015","views","","",0
"27.04.2015","visitors","","",0
"23.04.2015","views","","",0
"23.04.2015","visitors","","",0
"19.04.2015","views","","",0
"19.04.2015","visitors","","",0
"18.04.2015","views","","",0
"18.04.2015","visitors","","",0
"17.04.2015","views","","",0
"17.04.2015","visitors","","",0
"17.04.2015","members","Отписавшиеся подписчики","",1
"11.04.2015","views","","",0
"11.04.2015","visitors","","",0
"11.04.2015","members","Новые подписчики","",1
"08.04.2015","views","","",0
"08.04.2015","visitors","","",0
"08.04.2015","feedback","Нравится","",2
"06.04.2015","views","","",0
"06.04.2015","visitors","","",0
"06.04.2015","feedback","Нравится","",1
"01.04.2015","views","","",0
"01.04.2015","visitors","","",0
"23.03.2015","views","","",0
"23.03.2015","visitors","","",0
"23.03.2015","members","Новые подписчики","",1
"18.03.2015","views","","",0
"18.03.2015","visitors","","",0
"18.03.2015","feedback","Нравится","",2
"12.03.2015","views","","",0
"12.03.2015","visitors","","",0
"12.03.2015","feedback","Нравится","",3
"12.03.2015","feedback","Рассказали друзьям","",1
"11.03.2015","views","","",0
"11.03.2015","visitors","","",0
"11.03.2015","feedback","Нравится","",1
"07.03.2015","views","","",0
"07.03.2015","visitors","","",0
"07.03.2015","feedback","Нравится","",1
"06.03.2015","views","","",0
"06.03.2015","visitors","","",0
"06.03.2015","members","Новые подписчики","",1
"01.03.2015","views","","",0
"01.03.2015","visitors","","",0
"27.02.2015","views","","",0
"27.02.2015","visitors","","",0
"18.02.2015","views","","",0
"18.02.2015","visitors","","",0
"18.02.2015","feedback","Нравится","",1
"18.02.2015","feedback","Рассказали друзьям","",1
"17.02.2015","views","","",0
"17.02.2015","visitors","","",0
"17.02.2015","feedback","Нравится","",24
"17.02.2015","members","Отписавшиеся подписчики","",1
"10.02.2015","views","","",0
"10.02.2015","visitors","","",0
"10.02.2015","feedback","Нравится","",1
"10.02.2015","members","Новые подписчики","",1
"07.02.2015","views","","",0
"07.02.2015","visitors","","",0
"07.02.2015","feedback","Нравится","",2
"06.02.2015","views","","",0
"06.02.2015","visitors","","",0
"06.02.2015","feedback","Нравится","",1
"06.02.2015","feedback","Рассказали друзьям","",1
"03.02.2015","views","","",0
"03.02.2015","visitors","","",0
"03.02.2015","members","Новые подписчики","",2
"01.02.2015","views","","",0
"01.02.2015","visitors","","",0
"01.02.2015","members","Новые подписчики","",1
"31.01.2015","views","","",0
"31.01.2015","visitors","","",0
"30.01.2015","views","","",0
"30.01.2015","visitors","","",0
"25.01.2015","views","","",0
"25.01.2015","visitors","","",0
"25.01.2015","members","Новые подписчики","",2
"16.01.2015","views","","",0
"16.01.2015","visitors","","",0
"16.01.2015","feedback","Нравится","",6
"09.01.2015","views","","",0
"09.01.2015","visitors","","",0
"07.01.2015","views","","",0
"07.01.2015","visitors","","",0
"01.01.2015","views","","",0
"01.01.2015","visitors","","",0
"21.12.2014","views","","",0
"21.12.2014","visitors","","",0
"22.12.2014","members","Новые подписчики","",1
"14.12.2014","views","","",0
"14.12.2014","visitors","","",0
"14.12.2014","feedback","Нравится","",1
"01.12.2014","views","","",0
"01.12.2014","visitors","","",0
"27.11.2014","views","","",0
"27.11.2014","visitors","","",0
"27.11.2014","feedback","Нравится","",5
"22.11.2014","views","","",0
"22.11.2014","visitors","","",0
"22.11.2014","feedback","Нравится","",1
"21.11.2014","views","","",0
"21.11.2014","visitors","","",0
"21.11.2014","members","Отписавшиеся подписчики","",1
"19.11.2014","views","","",0
"19.11.2014","visitors","","",0
"18.11.2014","views","","",0
"18.11.2014","visitors","","",0
"18.11.2014","feedback","Нравится","",4
"18.11.2014","members","Новые подписчики","",1
"15.11.2014","views","","",0
"15.11.2014","visitors","","",0
"16.11.2014","members","Новые подписчики","",1
"13.11.2014","views","","",0
"13.11.2014","visitors","","",0
"13.11.2014","members","Отписавшиеся подписчики","",1
"08.11.2014","views","","",0
"08.11.2014","visitors","","",0
"05.11.2014","views","","",0
"05.11.2014","visitors","","",0
"04.11.2014","views","","",0
"04.11.2014","visitors","","",0
"04.11.2014","feedback","Нравится","",2
"01.11.2014","views","","",0
"01.11.2014","visitors","","",0
"28.10.2014","views","","",0
"28.10.2014","visitors","","",0
"28.10.2014","members","Новые подписчики","",1
"23.10.2014","views","","",0
"23.10.2014","visitors","","",0
"23.10.2014","members","Новые подписчики","",1
"19.10.2014","views","","",0
"19.10.2014","visitors","","",0
"19.10.2014","members","Новые подписчики","",1
"17.10.2014","views","","",0
"17.10.2014","visitors","","",0
"17.10.2014","feedback","Нравится","",1
"16.10.2014","views","","",0
"16.10.2014","visitors","","",0
"16.10.2014","feedback","Нравится","",3
"15.10.2014","views","","",0
"15.10.2014","visitors","","",0
"15.10.2014","members","Новые подписчики","",1
"11.10.2014","views","","",0
"11.10.2014","visitors","","",0
"11.10.2014","feedback","Нравится","",1
"11.10.2014","feedback","Рассказали друзьям","",1
"10.10.2014","views","","",0
"10.10.2014","visitors","","",0
"10.10.2014","feedback","Нравится","",2
"10.10.2014","feedback","Рассказали друзьям","",2
"08.10.2014","views","","",0
"08.10.2014","visitors","","",0
"08.10.2014","feedback","Нравится","",39
"08.10.2014","members","Новые подписчики","",1
"07.10.2014","views","","",0
"07.10.2014","visitors","","",0
"07.10.2014","feedback","Нравится","",3
"07.10.2014","feedback","Рассказали друзьям","",1
"07.10.2014","members","Новые подписчики","",1
"07.10.2014","members","Отписавшиеся подписчики","",1
"01.10.2014","views","","",0
"01.10.2014","visitors","","",0
"30.09.2014","views","","",0
"30.09.2014","visitors","","",0
"27.09.2014","views","","",0
"27.09.2014","visitors","","",0
"26.09.2014","views","","",0
"26.09.2014","visitors","","",0
"26.09.2014","feedback","Нравится","",12
"25.09.2014","views","","",0
"25.09.2014","visitors","","",0
"25.09.2014","feedback","Нравится","",12
"24.09.2014","views","","",0
"24.09.2014","visitors","","",0
"24.09.2014","feedback","Нравится","",21
"24.09.2014","members","Новые подписчики","",1
"23.09.2014","views","","",0
"23.09.2014","visitors","","",0
"23.09.2014","feedback","Нравится","",15
"22.09.2014","views","","",0
"22.09.2014","visitors","","",0
"22.09.2014","feedback","Нравится","",13
"21.09.2014","views","","",0
"21.09.2014","visitors","","",0
"22.09.2014","feedback","Нравится","",1
"17.09.2014","views","","",0
"17.09.2014","visitors","","",0
"17.09.2014","members","Новые подписчики","",1
"14.09.2014","views","","",0
"14.09.2014","visitors","","",0
"14.09.2014","members","Новые подписчики","",1
"10.09.2014","views","","",0
"10.09.2014","visitors","","",0
"10.09.2014","members","Новые подписчики","",1
"03.09.2014","views","","",0
"03.09.2014","visitors","","",0
"03.09.2014","feedback","Нравится","",1
"03.09.2014","members","Новые подписчики","",1
"01.09.2014","views","","",0
"01.09.2014","visitors","","",0
"22.08.2014","views","","",0
"22.08.2014","visitors","","",0
"22.08.2014","members","Новые подписчики","",2
"15.08.2014","views","","",0
"15.08.2014","visitors","","",0
"15.08.2014","members","Новые подписчики","",1
"04.08.2014","views","","",0
"04.08.2014","visitors","","",0
"01.08.2014","views","","",0
"01.08.2014","visitors","","",0
"31.07.2014","views","","",0
"31.07.2014","visitors","","",0
"31.07.2014","feedback","Нравится","",1
"01.07.2014","views","","",0
"01.07.2014","visitors","","",0
"25.06.2014","views","","",0
"25.06.2014","visitors","","",0
"22.06.2014","views","","",0
"22.06.2014","visitors","","",0
"22.06.2014","feedback","Нравится","",1
"22.06.2014","members","Новые подписчики","",1
"10.06.2014","views","","",0
"10.06.2014","visitors","","",0
"10.06.2014","feedback","Комментарии","",3
"10.06.2014","members","Новые подписчики","",1
"09.06.2014","views","","",0
"09.06.2014","visitors","","",0
"09.06.2014","feedback","Нравится","",3
"09.06.2014","feedback","Комментарии","",3
"09.06.2014","members","Новые подписчики","",1
"09.06.2014","members","Отписавшиеся подписчики","",1
"07.06.2014","views","","",0
"07.06.2014","visitors","","",0
"07.06.2014","members","Новые подписчики","",1
"06.06.2014","views","","",0
"06.06.2014","visitors","","",0
"06.06.2014","feedback","Нравится","",3
"01.06.2014","views","","",0
"01.06.2014","visitors","","",0
"21.05.2014","views","","",0
"21.05.2014","visitors","","",0
"21.05.2014","members","Новые подписчики","",1
"18.05.2014","views","","",0
"18.05.2014","visitors","","",0
"18.05.2014","members","Новые подписчики","",1
"01.05.2014","views","","",0
"01.05.2014","visitors","","",0
"21.04.2014","views","","",0
"21.04.2014","visitors","","",0
"21.04.2014","members","Новые подписчики","",1
"08.04.2014","views","","",0
"08.04.2014","visitors","","",0
"08.04.2014","feedback","Нравится","",2
"08.04.2014","feedback","Комментарии","",1
"07.04.2014","views","","",0
"07.04.2014","visitors","","",0
"07.04.2014","feedback","Нравится","",3
"07.04.2014","feedback","Комментарии","",1
"01.04.2014","views","","",0
"01.04.2014","visitors","","",0
"13.03.2014","views","","",0
"13.03.2014","visitors","","",0
"13.03.2014","members","Новые подписчики","",1
"01.03.2014","views","","",0
"01.03.2014","visitors","","",0
"20.02.2014","views","","",0
"20.02.2014","visitors","","",0
"20.02.2014","members","Новые подписчики","",1
"15.02.2014","views","","",0
"15.02.2014","visitors","","",0
"15.02.2014","members","Новые подписчики","",1
"01.02.2014","views","","",0
"01.02.2014","visitors","","",0
"28.01.2014","views","","",0
"28.01.2014","visitors","","",0
"27.01.2014","views","","",0
"27.01.2014","visitors","","",0
"21.01.2014","views","","",0
"21.01.2014","visitors","","",0
"16.01.2014","views","","",0
"16.01.2014","visitors","","",0
"12.01.2014","views","","",0
"12.01.2014","visitors","","",0
"12.01.2014","members","Отписавшиеся подписчики","",1
"01.01.2014","views","","",0
"01.01.2014","visitors","","",0
"27.12.2013","views","","",0
"27.12.2013","visitors","","",0
"27.12.2013","members","Новые подписчики","",1
"18.12.2013","views","","",0
"18.12.2013","visitors","","",0
"18.12.2013","members","Новые подписчики","",1
"01.12.2013","views","","",0
"01.12.2013","visitors","","",0
"22.11.2013","views","","",0
"22.11.2013","visitors","","",0
"22.11.2013","members","Новые подписчики","",1
"14.11.2013","views","","",0
"14.11.2013","visitors","","",0
"04.11.2013","views","","",0
"04.11.2013","visitors","","",0
"04.11.2013","members","Отписавшиеся подписчики","",1
"01.11.2013","views","","",0
"01.11.2013","visitors","","",0
"03.10.2013","views","","",0
"03.10.2013","visitors","","",0
"03.10.2013","feedback","Нравится","",2
"01.10.2013","views","","",0
"01.10.2013","visitors","","",0
"25.09.2013","views","","",0
"25.09.2013","visitors","","",0
"25.09.2013","feedback","Нравится","",1
"01.09.2013","views","","",0
"01.09.2013","visitors","","",0
"01.08.2013","views","","",0
"01.08.2013","visitors","","",0
"29.07.2013","views","","",0
"29.07.2013","visitors","","",0
"29.07.2013","members","Новые подписчики","",1
"18.07.2013","views","","",0
"18.07.2013","visitors","","",0
"18.07.2013","members","Отписавшиеся подписчики","",1
"14.07.2013","views","","",0
"14.07.2013","visitors","","",0
"07.07.2013","views","","",0
"07.07.2013","visitors","","",0
"01.07.2013","views","","",0
"01.07.2013","visitors","","",0
"11.06.2013","views","","",0
"11.06.2013","visitors","","",0
"11.06.2013","feedback","Комментарии","",1
"11.06.2013","members","Новые подписчики","",1
"06.06.2013","views","","",0
"06.06.2013","visitors","","",0
"06.06.2013","feedback","Нравится","",2
"06.06.2013","feedback","Комментарии","",2
"01.06.2013","views","","",0
"01.06.2013","visitors","","",0
"17.05.2013","views","","",0
"17.05.2013","visitors","","",0
"17.05.2013","members","Новые подписчики","",1
"08.05.2013","views","","",0
"08.05.2013","visitors","","",0
"08.05.2013","members","Новые подписчики","",1
"01.05.2013","views","","",0
"01.05.2013","visitors","","",0
"09.04.2013","views","","",0
"09.04.2013","visitors","","",0
"09.04.2013","members","Новые подписчики","",1
"04.04.2013","views","","",0
"04.04.2013","visitors","","",0
"04.04.2013","members","Отписавшиеся подписчики","",1
"01.04.2013","views","","",0
"01.04.2013","visitors","","",0
"27.03.2013","views","","",0
"27.03.2013","visitors","","",0
"27.03.2013","members","Новые подписчики","",1
"25.03.2013","views","","",0
"25.03.2013","visitors","","",0
"25.03.2013","members","Новые подписчики","",1
"25.03.2013","members","Отписавшиеся подписчики","",1
"24.03.2013","views","","",0
"24.03.2013","visitors","","",0
"24.03.2013","members","Новые подписчики","",1
"01.03.2013","views","","",0
"01.03.2013","visitors","","",0
"26.02.2013","views","","",0
"26.02.2013","visitors","","",0
"26.02.2013","members","Новые подписчики","",1
"19.02.2013","views","","",0
"19.02.2013","visitors","","",0
"19.02.2013","members","Новые подписчики","",1
"16.02.2013","views","","",0
"16.02.2013","visitors","","",0
"16.02.2013","members","Новые подписчики","",1
"03.02.2013","views","","",0
"03.02.2013","visitors","","",0
"03.02.2013","members","Новые подписчики","",1
"31.01.2013","views","","",0
"31.01.2013","visitors","","",0
"31.12.2012","views","","",0
"31.12.2012","visitors","","",0
"06.12.2012","views","","",0
"06.12.2012","visitors","","",0
"13.11.2012","views","","",0
"13.11.2012","visitors","","",0
"20.10.2012","views","","",0
"20.10.2012","visitors","","",0
"20.10.2012","members","Отписавшиеся подписчики","",1
"19.10.2012","views","","",0
"19.10.2012","visitors","","",0
"03.10.2012","views","","",0
"03.10.2012","visitors","","",0
"03.10.2012","members","Новые подписчики","",1
"21.09.2012","views","","",0
"21.09.2012","visitors","","",0
"03.07.2012","views","","",0
"03.07.2012","visitors","","",0
"03.07.2012","members","Отписавшиеся подписчики","",1
"20.05.2012","views","","",0
"20.05.2012","visitors","","",0
"20.05.2012","members","Отписавшиеся подписчики","",2
"18.05.2012","views","","",0
"18.05.2012","visitors","","",0
"17.05.2012","views","","",0
"17.05.2012","visitors","","",0
"14.05.2012","views","","",0
"14.05.2012","visitors","","",0
"13.05.2012","views","","",0
"13.05.2012","visitors","","",0
"10.05.2012","views","","",0
"10.05.2012","visitors","","",0
"05.05.2012","views","","",0
"05.05.2012","visitors","","",0
"05.05.2012","members","Отписавшиеся подписчики","",1
"04.05.2012","views","","",0
"04.05.2012","visitors","","",0
"04.05.2012","members","Новые подписчики","",1
"25.04.2012","views","","",0
"25.04.2012","visitors","","",0
"25.04.2012","feedback","Нравится","",1
